,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,renew_offer_type,sales_channel,vehicle_class,vehicle_size,policy_level
238,Washington,No,Basic,College,Unemployed,M,Suburban,Single,Personal,Offer2,Agent,Four-Door Car,Small,3
239,Washington,No,Basic,Bachelor,Employed,F,Suburban,Single,Personal,Offer2,Agent,Four-Door Car,Small,3
240,Nevada,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate,Offer2,Agent,Two-Door Car,Small,3
241,Arizona,No,Basic,College,Employed,F,Rural,Married,Personal,Offer3,Agent,Four-Door Car,Large,1
242,Oregon,No,Basic,College,Unemployed,F,Suburban,Divorced,Corporate,Offer1,Branch,Four-Door Car,Small,3
243,California,No,Extended,College,Employed,M,Suburban,Married,Personal,Offer2,Web,Two-Door Car,Large,2
244,California,No,Extended,College,Unemployed,F,Suburban,Single,Personal,Offer1,Agent,Two-Door Car,Medsize,1
245,California,No,Extended,Bachelor,Disabled,M,Suburban,Divorced,Corporate,Offer3,Agent,Two-Door Car,Medsize,2
246,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal,Offer4,Agent,Four-Door Car,Medsize,1
247,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal,Offer4,Call Center,Four-Door Car,Small,2
248,Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Corporate,Offer1,Branch,Luxury SUV,Medsize,3
249,California,No,Basic,Master,Employed,M,Suburban,Married,Personal,Offer1,Call Center,Four-Door Car,Medsize,2
250,Arizona,No,Premium,High School or Below,Retired,F,Suburban,Divorced,Personal,Offer3,Web,Two-Door Car,Medsize,3
251,Nevada,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal,Offer1,Call Center,Two-Door Car,Medsize,3
252,Arizona,No,Basic,Doctor,Employed,M,Suburban,Single,Personal,Offer1,Call Center,SUV,Medsize,3
253,Washington,Yes,Basic,College,Retired,F,Suburban,Divorced,Personal,Offer1,Agent,SUV,Small,3
254,Oregon,No,Extended,Bachelor,Employed,M,Urban,Married,Personal,Offer4,Call Center,Four-Door Car,Large,3
255,Nevada,Yes,Extended,High School or Below,Retired,M,Suburban,Divorced,Personal,Offer2,Agent,SUV,Medsize,3
256,Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Personal,Offer1,Agent,SUV,Medsize,3
257,California,No,Basic,Master,Employed,F,Urban,Married,Personal,Offer2,Call Center,Two-Door Car,Small,3
258,Washington,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal,Offer3,Branch,Four-Door Car,Medsize,3
259,Oregon,No,Basic,Bachelor,Employed,F,Rural,Divorced,Corporate,Offer1,Agent,Four-Door Car,Medsize,3
260,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal,Offer1,Agent,Four-Door Car,Small,1
261,California,No,Basic,College,Employed,F,Rural,Married,Personal,Offer1,Web,Four-Door Car,Medsize,1
262,Arizona,No,Basic,College,Medical Leave,F,Suburban,Divorced,Personal,Offer1,Web,Four-Door Car,Medsize,2
263,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Offer2,Agent,Four-Door Car,Medsize,2
264,California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal,Offer1,Agent,Four-Door Car,Small,1
265,Oregon,No,Basic,College,Medical Leave,M,Rural,Married,Corporate,Offer1,Web,Four-Door Car,Medsize,1
266,Arizona,No,Extended,Master,Employed,F,Rural,Single,Corporate,Offer2,Call Center,Four-Door Car,Medsize,3
267,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal,Offer1,Agent,Two-Door Car,Small,2
268,California,No,Extended,College,Employed,M,Rural,Married,Corporate,Offer4,Agent,Four-Door Car,Medsize,1
269,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate,Offer2,Call Center,Sports Car,Medsize,3
270,Nevada,No,Basic,Master,Medical Leave,F,Rural,Married,Personal,Offer1,Call Center,Two-Door Car,Medsize,3
271,Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,Offer1,Branch,SUV,Medsize,1
272,Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal,Offer4,Call Center,Four-Door Car,Medsize,3
273,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal,Offer1,Agent,Sports Car,Small,3
274,Washington,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal,Offer2,Agent,SUV,Medsize,2
275,Oregon,No,Basic,Master,Disabled,M,Rural,Married,Special,Offer1,Web,Two-Door Car,Medsize,3
276,Arizona,No,Premium,College,Employed,M,Suburban,Divorced,Corporate,Offer1,Branch,Four-Door Car,Medsize,2
277,Arizona,No,Premium,High School or Below,Employed,F,Rural,Married,Personal,Offer3,Agent,Four-Door Car,Medsize,3
278,California,No,Extended,College,Unemployed,M,Suburban,Single,Personal,Offer3,Branch,Two-Door Car,Medsize,3
279,Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal,Offer2,Branch,Two-Door Car,Medsize,3
280,Nevada,No,Extended,College,Unemployed,M,Urban,Single,Personal,Offer1,Web,Four-Door Car,Medsize,2
281,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal,Offer4,Web,Two-Door Car,Medsize,2
282,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Offer1,Agent,Four-Door Car,Small,3
283,Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Offer1,Agent,Two-Door Car,Medsize,1
284,Washington,No,Premium,Bachelor,Employed,M,Rural,Single,Personal,Offer1,Branch,Two-Door Car,Medsize,2
285,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal,Offer2,Call Center,Four-Door Car,Medsize,3
286,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate,Offer1,Call Center,Four-Door Car,Medsize,3
287,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Medsize,2
288,California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal,Offer1,Agent,Sports Car,Medsize,1
289,Washington,No,Basic,College,Employed,M,Urban,Married,Personal,Offer2,Call Center,Four-Door Car,Large,2
290,Oregon,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal,Offer3,Branch,Four-Door Car,Medsize,1
291,California,No,Extended,High School or Below,Employed,M,Urban,Married,Personal,Offer4,Agent,Four-Door Car,Large,2
292,Oregon,No,Extended,Master,Employed,M,Rural,Married,Personal,Offer1,Branch,Luxury Car,Medsize,3
293,Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate,Offer3,Web,Four-Door Car,Small,2
294,Oregon,No,Premium,High School or Below,Disabled,F,Rural,Married,Personal,Offer1,Call Center,Two-Door Car,Large,2
295,Arizona,No,Basic,Doctor,Employed,M,Rural,Single,Special,Offer2,Branch,Four-Door Car,Medsize,2
296,California,No,Basic,College,Employed,M,Suburban,Married,Personal,Offer1,Agent,SUV,Medsize,3
297,Washington,No,Basic,Bachelor,Unemployed,F,Rural,Married,Special,Offer2,Branch,Four-Door Car,Medsize,2
298,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal,Offer2,Branch,Four-Door Car,Small,1
299,Oregon,No,Premium,High School or Below,Unemployed,M,Suburban,Divorced,Corporate,Offer3,Web,Four-Door Car,Medsize,3
300,California,No,Basic,College,Employed,M,Suburban,Married,Personal,Offer2,Agent,Four-Door Car,Medsize,3
301,Nevada,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate,Offer4,Web,Four-Door Car,Medsize,3
302,Oregon,Yes,Basic,High School or Below,Retired,M,Suburban,Married,Personal,Offer1,Web,Sports Car,Medsize,2
303,Washington,No,Basic,College,Employed,F,Rural,Married,Personal,Offer1,Agent,SUV,Small,1
304,Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal,Offer1,Call Center,Four-Door Car,Medsize,1
305,Washington,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Corporate,Offer1,Agent,SUV,Medsize,3
306,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate,Offer2,Call Center,SUV,Medsize,1
307,Oregon,No,Extended,College,Employed,M,Urban,Single,Personal,Offer3,Web,SUV,Medsize,3
308,Oregon,Yes,Premium,Bachelor,Employed,F,Rural,Divorced,Personal,Offer2,Agent,Four-Door Car,Medsize,3
309,California,Yes,Basic,Bachelor,Employed,F,Suburban,Married,Corporate,Offer2,Call Center,Four-Door Car,Small,2
310,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal,Offer1,Agent,Four-Door Car,Small,2
311,Oregon,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal,Offer1,Agent,SUV,Medsize,3
312,California,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate,Offer4,Agent,Four-Door Car,Medsize,2
313,Oregon,No,Basic,Doctor,Employed,F,Urban,Married,Personal,Offer3,Call Center,SUV,Small,3
314,Oregon,No,Premium,Master,Employed,F,Suburban,Divorced,Corporate,Offer1,Branch,Four-Door Car,Medsize,3
315,Oregon,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal,Offer3,Branch,SUV,Medsize,3
316,Oregon,No,Extended,College,Employed,F,Rural,Married,Corporate,Offer3,Call Center,SUV,Medsize,3
317,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal,Offer2,Agent,Two-Door Car,Small,3
318,California,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal,Offer3,Call Center,SUV,Medsize,2
319,California,Yes,Basic,Master,Employed,F,Rural,Married,Personal,Offer2,Web,Four-Door Car,Large,3
320,Arizona,No,Basic,College,Employed,F,Rural,Married,Corporate,Offer4,Agent,SUV,Small,3
321,Arizona,Yes,Basic,Doctor,Employed,F,Urban,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,1
322,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate,Offer1,Branch,Four-Door Car,Medsize,3
323,California,No,Basic,College,Unemployed,F,Suburban,Single,Personal,Offer2,Call Center,Four-Door Car,Medsize,2
324,California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal,Offer4,Branch,Four-Door Car,Medsize,2
325,California,Yes,Basic,College,Unemployed,M,Suburban,Married,Personal,Offer1,Branch,SUV,Medsize,3
326,Nevada,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer2,Web,Four-Door Car,Small,2
327,Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate,Offer2,Web,Four-Door Car,Medsize,1
328,Oregon,No,Basic,College,Employed,F,Urban,Divorced,Personal,Offer2,Agent,Four-Door Car,Medsize,2
329,California,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal,Offer1,Call Center,Two-Door Car,Medsize,1
330,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,Offer2,Agent,Four-Door Car,Medsize,3
331,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate,Offer3,Web,SUV,Medsize,1
332,California,No,Basic,College,Employed,F,Suburban,Divorced,Personal,Offer1,Agent,Two-Door Car,Medsize,1
333,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal,Offer4,Call Center,Four-Door Car,Medsize,1
334,Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal,Offer1,Call Center,Four-Door Car,Small,2
335,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal,Offer1,Call Center,Two-Door Car,Medsize,3
336,California,No,Basic,College,Employed,M,Suburban,Married,Personal,Offer1,Agent,Four-Door Car,Large,2
337,California,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate,Offer4,Call Center,Four-Door Car,Medsize,2
338,Arizona,No,Basic,Bachelor,Unemployed,F,Rural,Married,Personal,Offer1,Web,Four-Door Car,Medsize,2
339,California,No,Extended,College,Employed,M,Rural,Married,Personal,Offer4,Branch,Two-Door Car,Medsize,1
340,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer3,Branch,SUV,Medsize,1
341,California,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal,Offer4,Call Center,SUV,Small,3
342,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,Offer1,Branch,Four-Door Car,Medsize,3
343,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer2,Web,Four-Door Car,Medsize,3
344,California,Yes,Basic,High School or Below,Employed,F,Suburban,Single,Personal,Offer2,Call Center,Four-Door Car,Medsize,3
345,Nevada,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,Offer2,Branch,Four-Door Car,Large,1
346,Oregon,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,1
347,Washington,No,Basic,Master,Disabled,M,Urban,Divorced,Personal,Offer4,Web,Four-Door Car,Medsize,3
348,Nevada,No,Extended,Bachelor,Employed,F,Rural,Married,Personal,Offer1,Call Center,Four-Door Car,Medsize,3
349,Oregon,No,Extended,College,Employed,F,Suburban,Married,Corporate,Offer4,Agent,Four-Door Car,Medsize,2
350,California,No,Premium,College,Disabled,F,Rural,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,3
351,Arizona,No,Basic,College,Employed,F,Urban,Married,Corporate,Offer2,Branch,Four-Door Car,Medsize,3
352,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate,Offer1,Call Center,Four-Door Car,Small,3
353,Washington,No,Basic,Master,Employed,F,Rural,Married,Personal,Offer2,Web,Two-Door Car,Medsize,3
354,Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal,Offer4,Branch,Four-Door Car,Large,3
355,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Offer2,Branch,Two-Door Car,Small,3
356,Oregon,No,Basic,Master,Employed,F,Urban,Divorced,Personal,Offer2,Branch,SUV,Medsize,2
357,California,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer1,Agent,SUV,Medsize,3
358,Nevada,No,Basic,College,Employed,F,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Medsize,2
359,California,No,Basic,Doctor,Employed,M,Suburban,Married,Personal,Offer4,Call Center,Four-Door Car,Small,3
360,Nevada,No,Basic,College,Unemployed,M,Suburban,Single,Personal,Offer3,Call Center,Four-Door Car,Medsize,1
361,Arizona,Yes,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal,Offer2,Agent,Four-Door Car,Small,1
362,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,Offer2,Agent,Sports Car,Large,2
363,Oregon,Yes,Basic,Bachelor,Medical Leave,M,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Medsize,2
364,California,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Special,Offer1,Branch,Four-Door Car,Large,3
365,Arizona,No,Extended,Bachelor,Employed,M,Suburban,Divorced,Corporate,Offer1,Call Center,Four-Door Car,Small,2
366,California,No,Premium,College,Employed,F,Urban,Single,Personal,Offer2,Call Center,SUV,Small,3
367,California,Yes,Basic,College,Medical Leave,F,Suburban,Married,Corporate,Offer2,Call Center,Four-Door Car,Medsize,3
368,Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Personal,Offer2,Web,Four-Door Car,Medsize,3
369,Oregon,Yes,Extended,Master,Employed,F,Rural,Married,Corporate,Offer1,Branch,Four-Door Car,Large,2
370,California,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Offer2,Call Center,Two-Door Car,Medsize,1
371,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer1,Branch,Sports Car,Medsize,1
372,Arizona,No,Basic,Bachelor,Disabled,M,Suburban,Single,Corporate,Offer1,Agent,Four-Door Car,Medsize,3
373,California,Yes,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal,Offer1,Web,SUV,Medsize,3
374,Oregon,No,Basic,Master,Employed,F,Rural,Married,Personal,Offer2,Branch,Two-Door Car,Medsize,3
375,Arizona,No,Extended,College,Employed,M,Rural,Married,Special,Offer1,Agent,SUV,Small,3
376,California,No,Basic,High School or Below,Disabled,F,Suburban,Married,Personal,Offer4,Web,SUV,Medsize,2
377,California,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal,Offer4,Branch,SUV,Medsize,2
378,Nevada,No,Basic,High School or Below,Retired,F,Suburban,Single,Personal,Offer2,Agent,Two-Door Car,Medsize,3
379,California,Yes,Extended,College,Employed,F,Suburban,Divorced,Corporate,Offer1,Branch,Four-Door Car,Medsize,3
380,Arizona,No,Extended,College,Employed,M,Urban,Married,Personal,Offer2,Call Center,Four-Door Car,Medsize,1
381,Arizona,Yes,Basic,Bachelor,Employed,F,Urban,Married,Special,Offer2,Agent,Four-Door Car,Medsize,3
382,Washington,No,Basic,College,Employed,F,Suburban,Married,Personal,Offer2,Web,Two-Door Car,Medsize,2
383,Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal,Offer4,Call Center,SUV,Small,3
384,Washington,No,Premium,Doctor,Employed,M,Suburban,Married,Personal,Offer1,Call Center,Two-Door Car,Small,2
385,Oregon,No,Basic,College,Employed,F,Suburban,Single,Personal,Offer3,Agent,SUV,Medsize,3
386,Washington,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate,Offer1,Branch,Two-Door Car,Medsize,2
387,Oregon,No,Extended,Bachelor,Disabled,M,Urban,Single,Personal,Offer1,Branch,Four-Door Car,Medsize,2
388,California,Yes,Basic,College,Retired,M,Suburban,Married,Personal,Offer2,Agent,Sports Car,Medsize,3
389,California,No,Basic,Master,Employed,F,Rural,Single,Personal,Offer2,Branch,Four-Door Car,Medsize,2
390,California,No,Basic,Master,Employed,M,Urban,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,1
391,California,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate,Offer2,Agent,Four-Door Car,Large,3
392,California,No,Extended,College,Unemployed,F,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Small,1
393,Nevada,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,Offer1,Agent,Two-Door Car,Medsize,2
394,Washington,No,Premium,Bachelor,Employed,F,Rural,Divorced,Corporate,Offer1,Call Center,Four-Door Car,Medsize,1
395,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Divorced,Corporate,Offer3,Agent,Four-Door Car,Medsize,3
396,Oregon,No,Basic,Bachelor,Employed,M,Rural,Single,Personal,Offer3,Agent,Two-Door Car,Small,2
397,Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate,Offer1,Agent,SUV,Small,3
398,Nevada,Yes,Premium,High School or Below,Employed,F,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Medsize,1
399,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal,Offer4,Agent,Four-Door Car,Medsize,3
400,Washington,Yes,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal,Offer1,Agent,Four-Door Car,Medsize,3
401,Washington,No,Extended,Bachelor,Medical Leave,F,Suburban,Divorced,Corporate,Offer1,Branch,SUV,Medsize,2
402,Oregon,No,Extended,College,Unemployed,M,Suburban,Single,Special,Offer1,Web,Four-Door Car,Medsize,1
403,Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal,Offer4,Call Center,Four-Door Car,Medsize,2
404,Nevada,No,Extended,Bachelor,Employed,F,Rural,Married,Personal,Offer1,Agent,Luxury SUV,Small,3
405,California,No,Extended,High School or Below,Employed,F,Rural,Married,Personal,Offer3,Call Center,SUV,Medsize,3
406,Oregon,No,Basic,High School or Below,Employed,M,Rural,Single,Corporate,Offer2,Web,Four-Door Car,Medsize,3
407,California,No,Basic,Master,Unemployed,F,Suburban,Married,Personal,Offer1,Call Center,Sports Car,Large,3
408,Arizona,Yes,Basic,High School or Below,Employed,F,Suburban,Married,Personal,Offer2,Agent,Sports Car,Medsize,1
409,California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal,Offer3,Agent,Luxury SUV,Large,1
410,Oregon,No,Premium,College,Employed,M,Urban,Married,Personal,Offer3,Call Center,SUV,Medsize,3
411,California,No,Basic,College,Employed,F,Urban,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,3
412,Oregon,No,Basic,Master,Employed,F,Suburban,Married,Corporate,Offer4,Branch,Four-Door Car,Medsize,2
413,California,No,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal,Offer3,Branch,Two-Door Car,Medsize,3
414,Arizona,Yes,Extended,College,Retired,F,Suburban,Divorced,Personal,Offer1,Branch,Four-Door Car,Medsize,2
415,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Special,Offer1,Agent,Sports Car,Medsize,1
416,Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Offer1,Call Center,Four-Door Car,Medsize,1
417,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate,Offer1,Call Center,Four-Door Car,Medsize,2
418,Nevada,No,Basic,College,Medical Leave,M,Suburban,Married,Personal,Offer2,Web,Luxury Car,Large,1
419,Oregon,No,Basic,Master,Employed,M,Suburban,Married,Personal,Offer4,Agent,SUV,Medsize,3
